,Name,Publisher,Description,Total Episodes,URL
71,پادکست فارسی خرمکست-KharmaCast,Mona Momenzadeh/Aidin Akhavan,تاریخ فلسفه‌ی غرب به زبان ساده  خلاصه‌ی قسمت‌ها و اطلاعات تکمیلی رو در کانال تلگرام خرمکست دنبال کنید: https://t.me/kharmacast,11,https://open.spotify.com/show/4eVhJfVVps9XgD6Dj2Ri4h
72,Radio Joloun / پادکست سفر رادیو جولون,radiojoloun,پادکست سفر رادیو جولون در مورد سفر و گردشگریه. توی هر اپیزود از این پادکست در مورد یک مقصد خاص یا یک موضوع مرتبط با گردشگری صحبت می‌کنیم  :علاوه بر پادکست اگه دوست دارید بیشتر از سفر رفتن به مقاصد مختلف و راه و چاه سفر بدونید به وبسایت ما سر بزنید  RadioJoloun.com  تهیه کنندگان : کیمیا خسروی و سالار موسوی,42,https://open.spotify.com/show/6NMm0GkqvSuP2NQzktLCv2
73,پادکست مدوناک,Hamidreza Taher,مدوناک پادکستی هست که در هر فصل اون ، من طاهر ، یکی از دوره های فیلم سازی سایت مستر کلاس رو انتخاب و در هر اپیزود یک قسمت از اون رو ترجمه و برای شما تعریف می کنم.,30,https://open.spotify.com/show/6HFreP3oD28OxeeFaNRktE
74,Room Cast - پادکست اتاق,Room Fa,اون چراغ رو روشن کن...میخوام بخوابم,10,https://open.spotify.com/show/7pgBzW7WlcMMMZQyc9hmJb
75,پادکست صحنه جرم | Crime Scene Podcast,Mohammad,A Persian Podcast that tellings stories based on police reports and local evidence.,9,https://open.spotify.com/show/47ddqltLzOu9GQj32hMb1W
76,پادکست اتاقک | Otaghak,Amirhosein Asgari,با پادکست اتاقک هر بار در یک داستان غیرواقعی غرق میشویم. داستان هایی پر از نفرت، خشم و عشق خوانشگر: امیرحسین عسگری,19,https://open.spotify.com/show/4NC4qcxrl41IxRwKiapWNQ
77,Zabane Ghesseha | پادکست زبان قصه‌ها,PersianBMS,در این سری برنامه ها شما دوستان عزیز پیام‌های متفاوتی در زمینه‌های گوناگون زندگی خواهید شنید این پیام‌ها از طریق داستان‌هایی که گرچه ممکن است واقعی نباشند ولی همه ما کم و بیش آنها را در زندگی تجربه کرده‌ایم به گوش شما میرسند.,24,https://open.spotify.com/show/0PX54EWm4OJ7Mbytn74aHa
78,با من گوش کن - پادکست فارسی - Baman goosh kon,Baman_goosh_kon,به سینما، موسیقی و شعر علاقمندم، تلفیقش رو در این پادکست با شما به اشتراک میگذارم با من گوش کنید,17,https://open.spotify.com/show/228qASLGEKMWAs9Y94nmmF
79,TED Persian پادکست تد فارسی,Alireza sharei,تو‌هر اپیزود از پادکست تد فارسی قراره یکی‌از سخنرانی های TED ‌به شیوه خودم براتون بگم.,3,https://open.spotify.com/show/38qAUSCe2g4OfaubWAfhh9
80,آنکاکست | پادکست انگیزشی و موفقیت Ankacast,Fatima,پادکستی برای حرکت در مسیر هدف به ویژه برای دانش آموزان و کنکوری ها,24,https://open.spotify.com/show/3rnqcY1PCb8IZNtRWxhw5A
81,Radio Dore Donya | پادکست سفر رادیو دور دنیا,Alibaba Travels,در رادیو دور دنیا از هر چیزی که به سفر، ماجراجویی و تفریح مرتبط است، با هم گپ می‌زنیم.,14,https://open.spotify.com/show/1ZCYlhDmuUDr1zchGlfIpY
82,پادکست فارسی هزار اَفسان// Hezaar Afsaan Persian Podcast,Hoda Nasseh,پادکستی برای غرق‌شدن در جهان رنگارنگِ هزار و یکشب به میزبانی و سعی هدا ناصح  آغاز راه از: ۳۰سپتامبر۲۰۱۹ در گرامی‌داشتِ روزِ جهانیِ پادکست   لوگو تایپ: علیرضا وکیلی ورجوی,8,https://open.spotify.com/show/6eHP0tGTV8SIneqz1B9ioa
83, پادکست می ـ خوانش حکمت زندگی شوپنهاور | Mey,Hesam Ipakchi,پادکست می در موضوع حکمت زندگی به روایت حسام ایپکچی است. اپیزودهای می، کوتاه و جرعه‌جرعه است و در فصل اول (خُم نخست) به کتاب «در باب حکمت زندگی» نوشته آرتور شوپنهاور پرداخته خواهد شد.   منابع اصلی و فرعی استفاده‌شده در این اپیزود را می‌توانید در این نشانی ملاحظه کنید: https://mey.ir/sources همچنین برای دسترسی به متن اپیزودها یا اطلاعات تکمیلی و درج سوالات و پیشنهادها در سایت می میزبان شما هستیم:  https://mey.ir,15,https://open.spotify.com/show/6HWEMCqUOyTmFdOkoRS722
84,Timche podcast | پادکست اقتصادی تیمچه,sina moosavi,اقتصاد فقط اعداد پیچیده نیست. علم اقتصاد توانایی توضیح رفتارها و تصمیمات مختلف انسانی را دارد. در تیمچه هربار یک موضوع را از نگاه اقتصاد برای شما توضیح خواهم داد و سعی خواهم کرد تعاریف علمی اقتصاد را از طریق مثالهایی که در روزمره درگیر آن هستیم با شما در میان بگذارم. پس همراه من، سینا موسوی باشید تا سری بزنیم به موضوعاتی که شاید در هیچ‌جای دیگری پیدا نکنید.,27,https://open.spotify.com/show/44q9ZjCULt24NOesSU5Oix
85,پادکست متل,Behzad,در هر قسمت از پادکست متل یک داستان کوتاه عموما ایرانی را برای شما روایت میکنیم,24,https://open.spotify.com/show/0ZpHfJeHzneAiPhiUznxPa
86,پادکست تاریخی فارسی شیرکاکائو,EhsanCast,"تو مدتی که شما از ""نوشیدن"" شیرکاکائو لذت می برین من هم براتون ماجرایی را تعریف میکنم که از ""شنیدن"" اون لذت ببرین",10,https://open.spotify.com/show/2zgQH7UCRk28Tu3v7zpWnK
87,Self Podcast | سلف پادکست,Modjtaba Sadria,سلف پادکست  پروفسور مجتبی صدریا در هر اپیزود به طرح یک موضوع در ارتباط با چالش‌های زندگی مدرن می‌پردازد. توانمند سازی فردی  درباره مجتبی صدریا : ‌ https://www.pooyaee.com/دکتر-مجتبی-صدریا/,43,https://open.spotify.com/show/183dSMS0oZO2P88LGRk7yX
88,پادکست فارسی مینی بوس نامه / MinibusNameh / ,Mojtaba Farahat,به همراه شما یک سفر عجیب رو به درونمون آغاز میکنیم و یک سفر اکتشافی میریم به اعماق وجودمون. وسیله ی سفرمون چیزی نیست جز یک مینی بوس درب و داغون. هرچی از این سفر باقی میمونه هم میشه سفرنامه ای با اسم مینی بوس نامه. (به دلیل عبور از بعضی خطوط قرمز فرهنگی و اجتماعی شاید برای بچه ها مناسب نباشه، با هدفون بشنوین),11,https://open.spotify.com/show/1FQvXeH7Y9Cbi9hRqBuVdt
89,پادکست طنز دکتر ایکس,Mohammad Abbasi,ما هیچ مرزی برای خنده نداریم حتی شما دوست عزیز! این پادکست شامل پوزخند به اخبار هفته و کمدی نیمه نشسته میباشد. یه اپیسود گوش کن، اگر دوس نداشتی برو دوراتو بزن ،برگرد😘,13,https://open.spotify.com/show/4qeEl9PQ7U0XqBweBQaTMb
90,Gazettecast /پادکست گازت,Gazettepodcast,مرور مطبوعات ایران با الهه خسروی یگانه  و صادق روحانی,33,https://open.spotify.com/show/6JesJbsh0hYtzF6puMq86o
91,ShabNeshini | پادکست شب نشینی,hamun darvish,شب که میشه دور هم میشینیم و گپ می‌زنیم‌، تمرکز اصلی پادکست شب نشینی ، موسیقی ایرانیه !  ما اولین پادکست فارسی هستیم که تاپ تن های مختلف در مورد موسیقی میسازیم ، البته با سبک خودمون,26,https://open.spotify.com/show/6SmzBG1LV4yNshqZ9WZGaP
92, پادکست شنبه این هفته ,MAHID (Mahla & Vahid),این یک پادکست گفت‌و‌گو محوره، یعنی در هر اپیزود به موضوعاتی میپردازیم که با صحبت کردن درموردشون بتونیم رو به پیشرفت کردن قدم برداریم!  از فصل چهارم که موضوعات مرتبط به زوج‌ها هستن، همراهمون متخصصینی رو داریم که با علم و آگاهی خودشون راهنماییمون میکنن و از نظرات کارشناسانشون در رابطه با موضوعات پادکست بهره‌مند میشیم.  در بعضی از اپیزود‌ها مهمون داریم مهمونایی که مسیر زندگیشون رو با ما با اشتراک میذارن. شنیدن داستان زندگی آدم‌های مختلف گاهی دردناکه و گاهی امید‌بخش و باعث میشه بدونیم هر کدوم از ما رو این کره‌ی خاکی سخت تلاش میکنیم تا خوب زندگی کنیم.  پادکست دوم: پادکست چم وخم,54,https://open.spotify.com/show/2QTbFFXeEvlAmQPdnjs5EN
93,SIBIL PodCast پادکست سیبیل,Mehrsa,پادکست سیبیل جاییست برای شنیدن قصه‌های معمولی از آدم‌های معمولی. نوشته و خوانش: مهرسا رهنما.,25,https://open.spotify.com/show/3eVBOq89ukztkIk2H3W1F8
94,Gramophone | پادکست گرامافون ,PersianBMS,پادکست گرامافون به بررسی آهنگ‌های تاثیرگذار در تاریخ موسیقی می‌پردازد که به صلح و مسائل اجتماعی پرداخته اند.,79,https://open.spotify.com/show/2pXwwcjqiSgKg8ZXKfADCD
95,Pulp Voices Podcast - پادکست صداهای عامه‌پسند,صداهای عامه‌پسند,هر شماره‌ی صداهای عامه‌پسند در مورد یه آهنگ یا خواننده‌ی پرمخاطب حرف می‌زنه، و به بهونه‌ی اون آهنگ/خواننده هم در مورد مسائل دیگه,16,https://open.spotify.com/show/3Ygpr13hPh9oKPvmgQhcs8
96,Noghte Sare Khat |  پادکست نقطه سر خط,PersianBMS,گاهي بايد لحظه­ اي از همه­ چيز دست بكشيم و اندكي بيانديشيم. تأمّل كنيم. ببينيم در كجاي جاده­ زندگي­مان ايستاده­ ايم، و تهِ اين جاده به كجا مي­رسد؟ گاهي بايد داستانِ زندگي­مان را ورق بزنيم، ببينيم كجاي ماجراييم ... آن وقت است كه شايد دريابيم كه بايد بر اين داستان نقطه ­اي بگذاريم و برويم سر خط؛ تا بتوانيم از نو شروع كنيم. نقطه ­سرخط مجالي است براي همين تأمّل كوتاه. نقطه‌سرخط برنامه‌ایست از نوید توکلی. سری جدید نقطه‌سرخط را سه‌شنبه‌ها از رادیو پیام دوست بشنوید.,111,https://open.spotify.com/show/3yCXg54aiKSmiCkQR82tv1
97,پادکست ساتوری,dotamim,در پادکست ساتوری به بررسی ادیان شرقی بویژه سه آیین بودا، دائو و کنفوسیوس می‌بپردازیم. این پادکست مخاطب را به سفری تاریخی در امتداد جاده ابریشم می‌برد و او را با زوایای پنهان و آشکار ادیان و باورهای گوناگون مردمان هند و چین و ژاپن آشنا می‌سازد. ساتوری یک اصطلاح بودایی ژاپنی است به معنای روشن‌شدگی، روشن‌ضمیری یا اشراق.,11,https://open.spotify.com/show/6ohjyf2YfQg6r8D1Tnbuq4
